Step,Selected_Site,A_hat,min_Ai,max_Ai,MD,MAD,CV,Gini
2,2,0.0027108289841156,0.0,0.008217322507683261,0.005124742353186383,0.0023319263367269443,0.8765590053256407,1.4955819092176483
