Step,Selected_Site,A_hat,min_Ai,max_Ai,MD,MAD,CV,Gini
2,16,0.0008253385021502262,0.0,0.0029677929188200143,0.0023502070741682948,0.0007219168958628552,1.3363947851098599,1.6795076837841663
