Step,Selected_Site,A_hat,min_Ai,max_Ai,MD,MAD,CV,Gini
2,2,0.001822520504184626,0.0,0.00531167560295582,0.0028859897693045695,0.0016508800494419579,0.7513423539441985,1.430409389025641
