Step,Selected_Site,A_hat,min_Ai,max_Ai,MD,MAD,CV,Gini
2,4,0.0034743326555492005,0.0,0.009585048080060592,0.005957390467703175,0.0031941694060446694,0.9577344465238605,1.532608640198644
